page	ayah	ar	en	bn	surah	root
326	46	كُنَّا	[we] were	ছিলাম আমরা	21	كون
326	46	ظَٰلِمِينَ	wrongdoers	"সীমালঙ্ঘনকারী"""	21	ظلم
326	47	وَنَضَعُ	And We set	এবং স্থাপন করবো আমরা	21	وضع
326	47	ٱلۡمَوَٰزِينَ	the scales	মানদন্ডসমূহ	21	وزن
326	47	ٱلۡقِسۡطَ	(of) the justice	ন্যায়ের	21	قسط
326	47	لِيَوۡمِ	for (the) Day	জন্য দিনের	21	يوم
326	47	ٱلۡقِيَٰمَةِ	(of) the Resurrection	ক্বিয়ামাতের	21	قوم
326	47	فَلَا	so not	ফলে না	21	لا
326	47	تُظۡلَمُ	will be wronged	অবিচার করা হবে	21	ظلم
326	47	نَفۡسٞ	any soul	কাউকে	21	نفس
326	47	شَيۡـٔٗاۖ	(in) anything	কিছুমাত্রও	21	شيا
326	47	وَإِن	And if	এবং যদি	21	ان
326	47	كَانَ	(there) be	হয় (কৃতকর্ম)	21	كون
326	47	مِثۡقَالَ	weight	পরিমাণও	21	ثقل
326	47	حَبَّةٖ	(of) a seed	একদানা	21	حبب
326	47	مِّنۡ	of	থেকে	21	من
326	47	خَرۡدَلٍ	a mustard	সরিষার	21	خردل
326	47	أَتَيۡنَا	We will bring	আমরা আসবো	21	اتي
326	47	بِهَاۗ	[with] it	নিয়ে তাকে (সামনে)	21	ب
326	47	وَكَفَىٰ	And sufficient	এবং যথেষ্ট	21	كفي
326	47	بِنَا	(are) We	আমরাই	21	ب
326	47	حَٰسِبِينَ	(as) Reckoners	হিসাবগ্রহণকারীরূপে	21	حسب
326	48	وَلَقَدۡ	And verily	এবং অবশ্যই	21	قد
326	48	ءَاتَيۡنَا	We gave	আমরা দিয়েছি	21	اتي
326	48	مُوسَىٰ	Musa	মূসাকে	21	موس
326	48	وَهَٰرُونَ	and Harun	ও হারূনকে	21	هرن
326	48	ٱلۡفُرۡقَانَ	the Criterion	ফুরকান	21	فرق
326	48	وَضِيَآءٗ	and a light	এবং আলো	21	ضوا
326	48	وَذِكۡرٗا	and a Reminder	ও উপদেশ	21	ذكر
326	48	لِّلۡمُتَّقِينَ	for the righteous	জন্যে মুত্তাক্বীদের	21	وقي
326	49	ٱلَّذِينَ	Those who	যারা	21	اللذ
326	49	يَخۡشَوۡنَ	fear	ভয় করে	21	خشي
326	49	رَبَّهُم	their Lord	তাদের রবকে	21	ربب
326	49	بِٱلۡغَيۡبِ	in the unseen	অবস্থায় অদৃশ্য	21	غيب
326	49	وَهُم	and they	এবং তারাই	21	هم
326	49	مِّنَ	of	সম্পর্কে	21	من
326	49	ٱلسَّاعَةِ	the Hour	ক্বিয়ামাহ	21	سوع
326	49	مُشۡفِقُونَ	(are) afraid	ভীতসন্ত্রস্ত	21	شفق
326	50	وَهَٰذَا	And this	আর এই	21	هاذ
326	50	ذِكۡرٞ	(is) a Reminder	উপদেশ (ক্বুর'আন)	21	ذكر
326	50	مُّبَارَكٌ	blessed	কল্যাণময়	21	برك
326	50	أَنزَلۡنَٰهُۚ	which We (have) revealed	তা আমরা অবতীর্ণ করেছি	21	نزل
326	50	أَفَأَنتُمۡ	Then are you	কি তোমরা তবুও	21	انتم
326	50	لَهُۥ	of it	জন্যে তার	21	ل
326	50	مُنكِرُونَ	rejecters?	অস্বীকারকারী হবে	21	نكر
326	51	۞وَلَقَدۡ	And verily	এবং নিশ্চয়ই	21	قد
326	51	ءَاتَيۡنَآ	We gave	আমরা দিয়েছি	21	اتي
326	51	إِبۡرَٰهِيمَ	Ibrahim	ইবরাহীম কে	21	ابر
326	51	رُشۡدَهُۥ	his guidance	তার সৎপথের বুদ্ধি জ্ঞান	21	رشد
326	51	مِن	before	থেকে	21	من
326	51	قَبۡلُ	before	ইতিপূর্ব	21	قبل
326	51	وَكُنَّا	and We were	এবং আমরা ছিলাম	21	كون
326	51	بِهِۦ	about him	সম্পর্কে তার	21	ب
326	51	عَٰلِمِينَ	WellKnowing	খুব অবহিত	21	علم
326	52	إِذۡ	When	যখন	21	اذ
326	52	قَالَ	he said	সে বলেছিলো	21	قول
326	52	لِأَبِيهِ	to his father	তার পিতাকে	21	ابو
326	52	وَقَوۡمِهِۦ	and his people	ও তার জাতিকে	21	قوم
326	52	مَا	What	"""কি"	21	ما
326	52	هَٰذِهِ	(are) these	এসব	21	هاذ
326	52	ٱلتَّمَاثِيلُ	[the] statues	মূর্তিগুলো	21	مثل
326	52	ٱلَّتِيٓ	which	যার	21	اللت
326	52	أَنتُمۡ	you	তোমরা	21	انتم
326	52	لَهَا	to it	জন্য তাদের	21	ل
326	52	عَٰكِفُونَ	(are) devoted?	"পূজায় ব্রত আছো"""	21	عكف
326	53	قَالُواْ	They said	তারা বললো	21	قول
326	53	وَجَدۡنَآ	We found	"""আমরা পেয়েছি"	21	وجد
326	53	ءَابَآءَنَا	our forefathers	আমাদের পিতৃপুরুষদেরকে	21	ابو
326	53	لَهَا	of them	জন্য তাদের	21	ل
326	53	عَٰبِدِينَ	worshippers	"উপাসনাকারীরূপে"""	21	عبد
326	54	قَالَ	He said	সে বললো	21	قول
326	54	لَقَدۡ	Verily	"""নিশ্চয়ই"	21	قد
326	54	كُنتُمۡ	you are	তোমরা আছো	21	كون
326	54	أَنتُمۡ	[you]	তোমরা	21	انتم
326	54	وَءَابَآؤُكُمۡ	and your forefathers	ও তোমাদের পিতৃপুরুষরা (ছিলো)	21	ابو
326	54	فِي	(were) in	মধ্যে	21	في
326	54	ضَلَٰلٖ	an error	পথভ্রষ্টতার	21	ضلل
326	54	مُّبِينٖ	manifest	"সুস্পষ্ট"""	21	بين
326	55	قَالُوٓاْ	They said	তারা বললো	21	قول
326	55	أَجِئۡتَنَا	Have you come to us	"""আমাদের কাছে এসেছো কি"	21	جيا
326	55	بِٱلۡحَقِّ	with the truth	নিয়ে প্রকৃত সত্যকে	21	حقق
326	55	أَمۡ	or	না	21	ام
326	55	أَنتَ	you	তুমি	21	انت
326	55	مِنَ	(are) of	অন্তর্ভুক্ত	21	من
326	55	ٱللَّٰعِبِينَ	those who play?	"কৌতুককারীদের"""	21	لعب
326	56	قَالَ	He said	সে বললো	21	قول
326	56	بَل	Nay	"""বরং"	21	بل
326	56	رَّبُّكُمۡ	your Lord	তোমাদের রব (তিনিই)	21	ربب
326	56	رَبُّ	(is the) Lord	(যিনি) রব	21	ربب
326	56	ٱلسَّمَٰوَٰتِ	(of) the heavens	আকাশমন্ডলীর	21	سمو
326	56	وَٱلۡأَرۡضِ	and the earth	ও পৃথিবীর	21	ارض
326	56	ٱلَّذِي	the One Who	যিনি	21	اللذ
326	56	فَطَرَهُنَّ	created them	তাদেরকে সৃষ্টি করেছেন	21	فطر
326	56	وَأَنَا۠	and I am	এবং আমি	21	انا
326	56	عَلَىٰ	to	উপর	21	علي
326	56	ذَٰلِكُم	that	এসবের উপর	21	ذلك
326	56	مِّنَ	of	অন্যতম	21	من
326	56	ٱلشَّٰهِدِينَ	the witnesses	সাক্ষীদাতাদের	21	شهد
326	57	وَتَٱللَّهِ	And by Allah	এবং শপথ আল্লাহর	21	اله
326	57	لَأَكِيدَنَّ	surely I will plan	অবশ্যই ব্যবস্থা নিবো আমি	21	كيد
326	57	أَصۡنَٰمَكُم	(against) your idols	তোমাদের মূর্তিগুলোর	21	صنم
326	57	بَعۡدَ	after	পরে	21	بعد
326	57	أَن	[that]	যে	21	ان
326	57	تُوَلُّواْ	you go away	তোমাদের চলে যাবে	21	ولي
326	57	مُدۡبِرِينَ	turning (your) backs	"পিঠ ফিরিয়ে"""	21	دبر
327	58	فَجَعَلَهُمۡ	So he made them	অতঃপর তাদেরকে সে করে দিলো	21	جعل
327	58	جُذَٰذًا	(into) pieces	টুকরো টুকরো	21	جذذ
327	58	إِلَّا	except	ছাড়া	21	اللا
327	58	كَبِيرٗا	a large (one)	বড়টা	21	كبر
327	58	لَّهُمۡ	of them	তাদের	21	ل
327	58	لَعَلَّهُمۡ	so that they may	যাতে তারা	21	لعلل
327	58	إِلَيۡهِ	to it	তার দিকে	21	الي
327	58	يَرۡجِعُونَ	return	ফিরে আসে	21	رجع
327	59	قَالُواْ	They said	তারা বললো	21	قول
327	59	مَن	Who	"""কে"	21	من
327	59	فَعَلَ	(has) done	করেছে	21	فعل
327	59	هَٰذَا	this	এটা	21	هاذ
327	59	بِـَٔالِهَتِنَآ	to our gods?	সাথে আমাদের ইলাহগুলোর	21	اله
327	59	إِنَّهُۥ	Indeed he	সে নিশ্চয়ই	21	انن
327	59	لَمِنَ	(is) of	অবশ্যই অন্তর্ভুক্ত	21	من
327	59	ٱلظَّٰلِمِينَ	the wrongdoers	"সীমালঙ্ঘনকারীদের"""	21	ظلم
327	60	قَالُواْ	They said	তারা বললো	21	قول
327	60	سَمِعۡنَا	We heard	"""আমরা শুনেছি"	21	سمع
327	60	فَتٗى	a youth	এক যুবককেকে	21	فتي
327	60	يَذۡكُرُهُمۡ	mention them	সমালোচনা করতে তাদের ব্যাপারে	21	ذكر
327	60	يُقَالُ	he is called	বলা হয়	21	قول
327	60	لَهُۥٓ	he is called	তার (নাম)	21	ل
327	60	إِبۡرَٰهِيمُ	Ibrahim	"ইবরাহীম"""	21	ابر
327	61	قَالُواْ	They said	তারা বললো	21	قول
327	61	فَأۡتُواْ	Then bring	"""তাহ'লে আসো"	21	اتي
327	61	بِهِۦ	him	নিয়ে তাকে	21	ب
327	61	عَلَىٰٓ	before	সামনে	21	علي
327	61	أَعۡيُنِ	(the) eyes	চোখের	21	عين
327	61	ٱلنَّاسِ	(of) the people	লোকদের	21	نوس
327	61	لَعَلَّهُمۡ	so that they may	যাতে তারা	21	لعلل
327	61	يَشۡهَدُونَ	bear witness	"সাক্ষ্য দিতে পারে"""	21	شهد
327	62	قَالُوٓاْ	They said	তারা বললো	21	قول
327	62	ءَأَنتَ	Have you	"""কি তুমি"	21	انت
327	62	فَعَلۡتَ	done	করেছো	21	فعل
327	62	هَٰذَا	this	এটা	21	هاذ
327	62	بِـَٔالِهَتِنَا	to our gods	সাথে আমাদের ইলাহগুলোর	21	اله
327	62	يَٰٓإِبۡرَٰهِيمُ	O Ibrahim?	"হে ইবরাহীম"""	21	ابر
327	63	قَالَ	He said	সে বললো	21	قول
327	63	بَلۡ	Nay	"""বরং"	21	بل
327	63	فَعَلَهُۥ	(some doer) did it	তা করেছে	21	فعل
327	63	كَبِيرُهُمۡ	Their chief	প্রধান তাদের	21	كبر
327	63	هَٰذَا	(is) this	এটা	21	هاذ
327	63	فَسۡـَٔلُوهُمۡ	So ask them	তবে তাদেরকে জিজ্ঞেস করো	21	سال
327	63	إِن	if	যদি	21	ان
327	63	كَانُواْ	they (can)	তারা ছিলো	21	كون
327	63	يَنطِقُونَ	speak	"কথা বলতে পারে"""	21	نطق
327	64	فَرَجَعُوٓاْ	So they returned	তখন তারা ফিরে এলো	21	رجع
327	64	إِلَىٰٓ	to	প্রতি	21	الي
327	64	أَنفُسِهِمۡ	themselves	তাদের মনের	21	نفس
327	64	فَقَالُوٓاْ	and said	অতঃপর তারা বললো	21	قول
327	64	إِنَّكُمۡ	Indeed you	"""তোমরা নিশ্চয়ই"	21	انن
327	64	أَنتُمُ	[you]	তোমরাই	21	انتم
327	64	ٱلظَّٰلِمُونَ	(are) the wrongdoers	"সীমালঙ্ঘনকারী"""	21	ظلم
327	65	ثُمَّ	Then	এরপর	21	ثمم
327	65	نُكِسُواْ	they were turned	অবনত হয়ে গেলো	21	نكس
327	65	عَلَىٰ	on	ওপর	21	علي
327	65	رُءُوسِهِمۡ	their heads	তাদের মস্তকগুলোর	21	راس
327	65	لَقَدۡ	Verily	"""(এবং বলল) নিশ্চয়ই"	21	قد
327	65	عَلِمۡتَ	you know	তুমি জেনেছো	21	علم
327	65	مَا	not	না	21	ما
327	65	هَٰٓؤُلَآءِ	these	এরা সব	21	اولا
327	65	يَنطِقُونَ	(can) speak!	"কথা বলতে পারে"""	21	نطق
327	66	قَالَ	He said	সে বললো	21	قول
327	66	أَفَتَعۡبُدُونَ	Then do you worship	"""কি তবুও তোমরা ইবাদাত করবে"	21	عبد
327	66	مِن	besides	থেকে	21	من
327	66	دُونِ	besides	ছাড়া	21	دون
327	66	ٱللَّهِ	Allah	আল্লাহ	21	اله
327	66	مَا	what	যা	21	ما
327	66	لَا	(does) not	না	21	لا
327	66	يَنفَعُكُمۡ	benefit you	তোমাদের উপকার করতে পারে	21	نفع
327	66	شَيۡـٔٗا	(in) anything	কিছুমাত্র	21	شيا
327	66	وَلَا	and not	আর না	21	لا
327	66	يَضُرُّكُمۡ	harms you?	তোমাদের ক্ষতি করতে পারে	21	ضرر
327	67	أُفّٖ	Uff	ধিক	21	افف
327	67	لَّكُمۡ	to you	জন্যে তোমাদের	21	ل
327	67	وَلِمَا	and to what	এবং (তাদের) জন্যেও যাদের	21	لما
327	67	تَعۡبُدُونَ	you worship	তোমরা উপাসনা করো	21	عبد
327	67	مِن	besides	থেকে	21	من
327	67	دُونِ	besides	ছাড়া	21	دون
327	67	ٱللَّهِۚ	Allah	আল্লাহ	21	اله
327	67	أَفَلَا	Then will not	কি তবুও না	21	لا
327	67	تَعۡقِلُونَ	you use reason?	"তোমরা বুঝবে"""	21	عقل
327	68	قَالُواْ	They said	তারা বললো	21	قول
327	68	حَرِّقُوهُ	Burn him	"""তাকে পুড়িয়ে ফেলো"	21	حرق
327	68	وَٱنصُرُوٓاْ	and support	এবং তোমরা সাহায্য করো	21	نصر
327	68	ءَالِهَتَكُمۡ	your gods	তোমাদের দেবতাগুলোকে	21	اله
327	68	إِن	if	যদি	21	ان
327	68	كُنتُمۡ	you are	তোমরা ছিলে	21	كون
327	68	فَٰعِلِينَ	doers	"করতে পারো"""	21	فعل
327	69	قُلۡنَا	We said	আমরা বললাম	21	قول
327	69	يَٰنَارُ	O fire!	"""হে আগুন"	21	نور
327	69	كُونِي	Be	হয়ে যাও	21	كون
327	69	بَرۡدٗا	cool[ness]	শীতল	21	برد
327	69	وَسَلَٰمًا	and safe[ty]	ও নিরাপদ	21	سلم
327	69	عَلَىٰٓ	for	জন্যে	21	علي
327	69	إِبۡرَٰهِيمَ	Ibrahim	"ইবরাহীমের"""	21	ابر
327	70	وَأَرَادُواْ	And they intended	এবং তারা চেয়েছিলো	21	رود
327	70	بِهِۦ	for him	সাথে তার	21	ب
327	70	كَيۡدٗا	a plan	এক ফন্দি আঁটতে	21	كيد
327	70	فَجَعَلۡنَٰهُمُ	but We made them	কিন্তু তাদেরকে আমরা করে দিয়েছিলাম	21	جعل
327	70	ٱلۡأَخۡسَرِينَ	the greatest losers	সর্বাধিক ক্ষতিগ্রস্ত	21	خسر
327	71	وَنَجَّيۡنَٰهُ	And We delivered him	এবং তাকে আমরা উদ্ধার করলাম	21	نجو
327	71	وَلُوطًا	and Lut	ও লূতকে	21	لوط
327	71	إِلَى	to	দিকে	21	الي
327	71	ٱلۡأَرۡضِ	the land	(সেই) দেশের	21	ارض
327	71	ٱلَّتِي	which	যা	21	اللت
327	71	بَٰرَكۡنَا	We (had) blessed	আমরা কল্যাণ দিয়েছি	21	برك
327	71	فِيهَا	[in it]	তার মধ্যে	21	في
327	71	لِلۡعَٰلَمِينَ	for the worlds	জন্যে বিশ্ববাসীর	21	علم
327	72	وَوَهَبۡنَا	And We bestowed	এবং আমরা দিয়েছি	21	وهب
327	72	لَهُۥٓ	on him	তার জন্যে	21	ل
327	72	إِسۡحَٰقَ	Isaac	ইসহাক (পুত্ররূপে)	21	سحق
327	72	وَيَعۡقُوبَ	and Yaqub	ও ইয়াকুব (পৌত্ররূপে)	21	يعق
327	72	نَافِلَةٗۖ	(in) addition	অতিরিক্ত হিসেবে	21	نفل
327	72	وَكُلّٗا	and all	এবং প্রত্যেককে	21	كلل
327	72	جَعَلۡنَا	We made	আমরা বানিয়েছে	21	جعل
327	72	صَٰلِحِينَ	righteous	সৎকর্মপরায়ণ	21	صلح
328	73	وَجَعَلۡنَٰهُمۡ	And We made them	এবং তাদেরকে আমরা বানিয়েছিলাম	21	جعل
328	73	أَئِمَّةٗ	leaders	নেতৃবৃন্দ	21	امم
328	73	يَهۡدُونَ	they guide	তারা পথপ্রদর্শন করতো	21	هدي
328	73	بِأَمۡرِنَا	by Our Command	আমাদের নির্দেশ অনুসারে	21	امر
328	73	وَأَوۡحَيۡنَآ	And We inspired	এবং আমরা ওহী করেছিলাম	21	وحي
328	73	إِلَيۡهِمۡ	to them	তাদের প্রতি	21	الي
328	73	فِعۡلَ	(the) doing	কাজ করতে	21	فعل
328	73	ٱلۡخَيۡرَٰتِ	(of) good deeds	ভালো ভালো	21	خير
328	73	وَإِقَامَ	and establishment	ও প্রতিষ্ঠা করতে	21	قوم
328	73	ٱلصَّلَوٰةِ	(of) the prayer	সালাত	21	صلو
328	73	وَإِيتَآءَ	and giving	ও প্রদান করতো	21	اتي
328	73	ٱلزَّكَوٰةِۖ	(of) zakah	জাকাত	21	زكو
328	73	وَكَانُواْ	and they were	এবং তারা ছিলো	21	كون
328	73	لَنَا	of Us	জন্যে আমাদের	21	ل
328	73	عَٰبِدِينَ	worshippers	ইবাদাতকারী	21	عبد
328	74	وَلُوطًا	And (to) Lut	এবং লূতকে	21	لوط
328	74	ءَاتَيۡنَٰهُ	We gave him	তাকে আমরা দিয়েছিলাম	21	اتي
328	74	حُكۡمٗا	judgment	প্রজ্ঞা	21	حكم
328	74	وَعِلۡمٗا	and knowledge	ও জ্ঞান	21	علم
328	74	وَنَجَّيۡنَٰهُ	and We saved him	এবং তাকে আমরা উদ্ধার করেছিলাম	21	نجو
328	74	مِنَ	from	থেকে	21	من
328	74	ٱلۡقَرۡيَةِ	the town	জনপদ	21	قري
328	74	ٱلَّتِي	which	যা	21	اللت
328	74	كَانَت	was	ছিলো	21	كون
328	74	تَّعۡمَلُ	doing	করতে	21	عمل
328	74	ٱلۡخَبَٰٓئِثَۚ	wicked deeds	অশ্লীল কর্মসমূহে	21	خبث
328	74	إِنَّهُمۡ	Indeed they	নিশ্চয়ই তারা	21	انن
328	74	كَانُواْ	were	ছিলো	21	كون
328	74	قَوۡمَ	a people	জাতি	21	قوم
328	74	سَوۡءٖ	evil	খারাপ	21	سوا
328	74	فَٰسِقِينَ	defiantly disobedient	সত্যত্যাগী	21	فسق
328	75	وَأَدۡخَلۡنَٰهُ	And We admitted him	এবং তাকে আমরা প্রবেশ করিয়েছিলাম	21	دخل
328	75	فِي	into	মধ্যে	21	في
328	75	رَحۡمَتِنَآۖ	Our Mercy	আমাদের অনুগ্রহের	21	رحم
328	75	إِنَّهُۥ	Indeed he	নিশ্চয়ই সে (ছিলো)	21	انن
328	75	مِنَ	(was) of	অন্যতম	21	من
328	75	ٱلصَّٰلِحِينَ	the righteous	সৎকর্মশীলদের	21	صلح
328	76	وَنُوحًا	And Nuh	এবং নূহকে (স্মরণ করো)	21	نوح
328	76	إِذۡ	when	যখন	21	اذ
328	76	نَادَىٰ	he called	সে ডেকেছিলো	21	ندي
328	76	مِن	before	থেকে	21	من
328	76	قَبۡلُ	before	ইতিপূর্ব	21	قبل
328	76	فَٱسۡتَجَبۡنَا	so We responded	তখন আমরা সাড়া দিয়েছিলাম	21	جوب
328	76	لَهُۥ	to him	তার ডাকে	21	ل
328	76	فَنَجَّيۡنَٰهُ	and We saved him	অতঃপর তাকে আমরা উদ্ধার করেছিলাম	21	نجو
328	76	وَأَهۡلَهُۥ	and his family	ও তার পরিবারকে	21	اهل
328	76	مِنَ	from	হ'তে	21	من
328	76	ٱلۡكَرۡبِ	the affliction	সংকট	21	كرب
328	76	ٱلۡعَظِيمِ	[the] great	মহা	21	عظم
328	77	وَنَصَرۡنَٰهُ	And We helped him	এবং তাকে আমরা সাহায্য করেছিলাম	21	نصر
328	77	مِنَ	from	বিরুদ্ধে	21	من
328	77	ٱلۡقَوۡمِ	the people	(এমন) লোকদের	21	قوم
328	77	ٱلَّذِينَ	who	যারা	21	اللذ
328	77	كَذَّبُواْ	denied	মিথ্যারোপ করেছিলো	21	كذب
328	77	بِـَٔايَٰتِنَآۚ	Our Signs	আমাদের নিদর্শনাবলীকে	21	ايا
328	77	إِنَّهُمۡ	Indeed they	নিশ্চয়ই তারা	21	انن
328	77	كَانُواْ	were	ছিলো	21	كون
328	77	قَوۡمَ	a people	লোক	21	قوم
328	77	سَوۡءٖ	evil	খারাপ	21	سوا
328	77	فَأَغۡرَقۡنَٰهُمۡ	so We drowned them	সুতরাং তাদের আমরা ডুবিয়ে দিই	21	غرق
328	77	أَجۡمَعِينَ	all	সকলকেই	21	جمع
328	78	وَدَاوُۥدَ	And Dawud	এবং (স্মরণ করো) দাঊদকে	21	دود
328	78	وَسُلَيۡمَٰنَ	and Sulaiman	ও সুলাইমানকে	21	سلم
328	78	إِذۡ	when	যখন	21	اذ
328	78	يَحۡكُمَانِ	they judged	উভয়ে বিচার করেছিলো	21	حكم
328	78	فِي	concerning	সম্পর্কে	21	في
328	78	ٱلۡحَرۡثِ	the field	এক ক্ষেত	21	حرث
328	78	إِذۡ	when	যখন	21	اذ
328	78	نَفَشَتۡ	pastured	রাতে ছড়িয়ে পড়েছিলো	21	نفش
328	78	فِيهِ	in it	তার মধ্যে	21	في
328	78	غَنَمُ	sheep	মেষ	21	غنم
328	78	ٱلۡقَوۡمِ	(of) a people	কিছু লোকের	21	قوم
328	78	وَكُنَّا	and We were	এবং আমরা ছিলাম	21	كون
328	78	لِحُكۡمِهِمۡ	to their judgment	জন্যে তাদের বিচারের	21	حكم
328	78	شَٰهِدِينَ	witness	পর্যবেক্ষক	21	شهد
328	79	فَفَهَّمۡنَٰهَا	And We gave understanding of it	অতঃপর তা আমরা বুঝিয়ে দিই	21	فهم
328	79	سُلَيۡمَٰنَۚ	(to) Sulaiman	সুলাইমানকে	21	سلم
328	79	وَكُلًّا	and (to) each	অথচ প্রত্যেককেই	21	كلل
328	79	ءَاتَيۡنَا	We gave	আমরা দিয়েছি	21	اتي
328	79	حُكۡمٗا	judgment	প্রজ্ঞা	21	حكم
328	79	وَعِلۡمٗاۚ	and knowledge	ও জ্ঞান	21	علم
328	79	وَسَخَّرۡنَا	And We subjected	এবং আমরা নিয়ন্ত্রিত করে দিয়েছিলাম	21	سخر
328	79	مَعَ	with	সাথে	21	مع
328	79	دَاوُۥدَ	Dawud	দাঊদের	21	دود
328	79	ٱلۡجِبَالَ	the mountains	পাহাড়গুলোকে	21	جبل
328	79	يُسَبِّحۡنَ	(to) glorify Our praises	তারা পবিত্রতা ঘোষণা করতো	21	سبح
328	79	وَٱلطَّيۡرَۚ	and the birds	এবং পাখিদেরকেও (নিয়ন্ত্রিত করেছিলাম)	21	طير
328	79	وَكُنَّا	And We were	এবং আমরা ছিলাম	21	كون
328	79	فَٰعِلِينَ	the Doers	(এসবের) সম্পাদনকারী	21	فعل
328	80	وَعَلَّمۡنَٰهُ	And We taught him	এবং তাকে আমরা শিখিয়েছিলাম	21	علم
328	80	صَنۡعَةَ	(the) making	শিল্প	21	صنع
328	80	لَبُوسٖ	(of) coats of armor	বর্ম (নির্মাণ)	21	لبس
328	80	لَّكُمۡ	for you	জন্যে তোমাদের	21	ل
328	80	لِتُحۡصِنَكُم	to protect you	যেন তোমাদের রক্ষা করতে পারে	21	حصن
328	80	مِّنۢ	from	হ'তে	21	من
328	80	بَأۡسِكُمۡۖ	your battle	তোমাদের যুদ্ধের (আঘাত)	21	باس
328	80	فَهَلۡ	Then will	তবুও কি	21	هل
328	80	أَنتُمۡ	you	তোমরা (না)	21	انتم
328	80	شَٰكِرُونَ	(be) grateful?	কৃতজ্ঞ হবে	21	شكر
328	81	وَلِسُلَيۡمَٰنَ	And to Sulaiman	এবং জন্যে সুলাইমানের	21	سلم
328	81	ٱلرِّيحَ	the wind	বায়ুকে (নিয়ন্ত্রিত করেছিলাম)	21	روح
328	81	عَاصِفَةٗ	forcefully	(যা ছিলো) তীব্র	21	عصف
328	81	تَجۡرِي	blowing	প্রবাহিত হতো	21	جري
328	81	بِأَمۡرِهِۦٓ	by his command	তার নির্দেশ অনুসারে	21	امر
328	81	إِلَى	to	দিকে	21	الي
328	81	ٱلۡأَرۡضِ	the land	(সেই) দেশের	21	ارض
328	81	ٱلَّتِي	which	যা (ছিলো এমন)	21	اللت
328	81	بَٰرَكۡنَا	We blessed	আমরা কল্যাণ দিয়েছি	21	برك
328	81	فِيهَاۚ	[in it]	তার মধ্যে	21	في
328	81	وَكُنَّا	And We are	এবং আমরা হলাম	21	كون
328	81	بِكُلِّ	of every	সম্পর্কে সব	21	كلل
328	81	شَيۡءٍ	thing	বিষয়	21	شيا
328	81	عَٰلِمِينَ	Knowers	খুব অবহিত	21	علم
329	82	وَمِنَ	And of	এবং মধ্য হ'তে	21	من
329	82	ٱلشَّيَٰطِينِ	the devils	(জ্বিন) শয়তানদের	21	شطن
329	82	مَن	(were some) who	যারা	21	من
329	82	يَغُوصُونَ	would dive	ডুবুরির কাজ করতো	21	غوص
329	82	لَهُۥ	for him	জন্যে তার	21	ل
329	82	وَيَعۡمَلُونَ	and would do	ও তারা করতো	21	عمل
329	82	عَمَلٗا	work	কাজ	21	عمل
329	82	دُونَ	other than	ছাড়াও	21	دون
329	82	ذَٰلِكَۖ	that	এটা	21	ذلك
329	82	وَكُنَّا	And We were	আমরা ছিলাম	21	كون
329	82	لَهُمۡ	of them	উপর তাদের	21	ل
329	82	حَٰفِظِينَ	Guardians	সংরক্ষণকারী	21	حفظ
329	83	۞وَأَيُّوبَ	And Ayub	এবং আইয়ূবকে (স্মরণ করো)	21	ايب
329	83	إِذۡ	when	যখন	21	اذ
329	83	نَادَىٰ	he called	সে ডেকেছিলো	21	ندي
329	83	رَبَّهُۥٓ	(to) his Lord	তার রবকে	21	ربب
329	83	أَنِّي	Indeed [I]	"""নিশ্চয়ই আমি"	21	انن
329	83	مَسَّنِيَ	has touched me	ধরেছে আমাকে	21	مسس
329	83	ٱلضُّرُّ	the adversity	দুঃখ কষ্টে (অসুখে)	21	ضرر
329	83	وَأَنتَ	and You	আর তুমি	21	انت
329	83	أَرۡحَمُ	(are) Most Merciful	সর্বশ্রেষ্ঠ দয়ালু	21	رحم
329	83	ٱلرَّٰحِمِينَ	(of) the Merciful	"সব দয়ালুদের"""	21	رحم
329	84	فَٱسۡتَجَبۡنَا	So We responded	তখন আমরা সাড়া দিলাম	21	جوب
329	84	لَهُۥ	to him	তার ডাকে	21	ل
329	84	فَكَشَفۡنَا	and We removed	অতঃপর আমরা দূর করে দিলাম	21	كشف
329	84	مَا	what	যা	21	ما
329	84	بِهِۦ	(was) on him	তার সাথে (হয়েছিলো)	21	ب
329	84	مِن	of	থেকে	21	من
329	84	ضُرّٖۖ	(the) adversity	দুঃখ কষ্ট	21	ضرر
329	84	وَءَاتَيۡنَٰهُ	And We gave him	ও তাকে আমরা ফেরত দিলাম	21	اتي
329	84	أَهۡلَهُۥ	his family	তার পরিবারকে	21	اهل
329	84	وَمِثۡلَهُم	and (the) like thereof	এবং তাদের অনুরূপ	21	مثل
329	84	مَّعَهُمۡ	with them	তাদের সাথে	21	مع
329	84	رَحۡمَةٗ	(as) Mercy	অনুগ্রহ হিসেবে	21	رحم
329	84	مِّنۡ	from Ourselves	হ'তে	21	من
329	84	عِندِنَا	from Ourselves	আমাদের পক্ষ	21	عند
329	84	وَذِكۡرَىٰ	and a reminder	এবং উপদেশস্বরূপ	21	ذكر
329	84	لِلۡعَٰبِدِينَ	for the worshippers	ইবাদাতকারীদের জন্যে	21	عبد
329	85	وَإِسۡمَٰعِيلَ	And Ishmael	এবং (স্মরণ করো) ইসমাইলকে	21	اسم
329	85	وَإِدۡرِيسَ	and Idris	ও ইদরীসকে	21	درس
